metin,kategori,label,intent,intent_label,oncelik,oncelik_label,stil,kaynak
Uskudar istasyon girisi ray klempleri paslanmis ve kirilmis vidalar.,yol_yapisal,5,fault_report,0,P3,2,yazim_yanlisi,missing:gemini
Peron sigortası ray arası boşluk büyüdü,yol_yapisal,5,fault_report,0,P2,1,cok_kisa,relabel:gemini
Sanayi mahallesinde ray profilinde yamulma var sefer aksayabilir acil bakin.,yol_yapisal,5,fault_report,0,P2,1,yazim_yanlisi,missing:gemini
kadikoy girisindeki makas deforme olmus acil bakim gerekiyo.,yol_yapisal,5,fault_report,0,P2,1,yazim_yanlisi,missing:gemini
"Bağcılar makas bölgesinde balast boşalması nedeniyle traversler askıda kalmıştır, dolgu yapılması acil gereklidir.",yol_yapisal,5,fault_report,0,P2,1,standart,missing:gemini
Hacıosman makas bölgesinde rayların arasına sıkışan yabancı cisim nedeniyle makas geçişi engellenmektedir.,yol_yapisal,5,fault_report,0,P2,1,standart,missing:gemini
sishane girisinde makas dili tam oturmuyor sefer aksayabilir acil.,yol_yapisal,5,fault_report,0,P2,1,yazim_yanlisi,missing:gemini
Üsküdar peron bitişinde yer alan beton traverslerde ufalanma ve yapısal deformasyon gözlemlenmiştir.,yol_yapisal,5,fault_report,0,P3,2,standart,missing:gemini
Balastlar boşalmış Yenikapı makas çıkışı 1. peron.,yol_yapisal,5,fault_report,0,P2,1,devrik,missing:gemini
"Gayrettepe istasyonunda rayların üzerine büyük bir metal levha düştü, tren seferleri acilen durdurulmalıdır.",yol_yapisal,5,fault_report,0,P1,0,standart,missing:gemini
Kırıldı travers altındaki beton blok Şişli.,yol_yapisal,5,fault_report,0,P2,1,devrik,missing:gemini
Balast rayı kapattı durdurun.,yol_yapisal,5,fault_report,0,P1,0,cok_kisa,missing:gemini
Kartal istasyonu giriş makasında ray bağlantı cıvatalarının koptuğu sabah vardiyasında teknik ekip tarafından rapor edildi.,yol_yapisal,5,fault_report,0,P2,1,standart,missing:gemini
Bulundu yabancı cisim ray üstünde Topkapı.,yol_yapisal,5,fault_report,0,P2,1,devrik,missing:gemini
Sallanıyor ray bağlantıları makas bölgesinde acil.,yol_yapisal,5,fault_report,0,P2,1,devrik,missing:gemini
"Şirinevler makas çıkışında tren geçişi esnasında rayda ani bir kırılma meydana geldi, acil teknik ekip yönlendirildi.",yol_yapisal,5,fault_report,0,P1,0,standart,missing:gemini
"Kadıköy istasyonu girişindeki ray hattında aşırı deformasyon ve aşınma gözlemlendi, acil inceleme talep ediliyor.",yol_yapisal,5,fault_report,0,P2,1,standart,missing:gemini
Taksim 2. peron yönünde traverslerde çatlama ve deformasyon belirlenmiş olup acil müdahale gerekmektedir.,yol_yapisal,5,fault_report,0,P2,1,standart,missing:gemini
Makas sıkıştı duman var.,yol_yapisal,5,fault_report,0,P2,1,cok_kisa,missing:gemini
Hat üzerinde metal engel.,yol_yapisal,5,fault_report,0,P2,1,cok_kisa,missing:gemini
Kırıldı ray bağlantı cıvatası Şişhane makas çıkışında.,yol_yapisal,5,fault_report,0,P3,2,devrik,missing:gemini
Kırıldı ray bağlantı cıvataları Ataköy hattında.,yol_yapisal,5,fault_report,0,P2,1,devrik,missing:gemini
Makasta mekanik sıkışma.,yol_yapisal,5,fault_report,0,P2,1,cok_kisa,missing:gemini
Hatta yabancı cisim var.,yol_yapisal,5,fault_report,0,P1,0,cok_kisa,missing:gemini
Sanayi Mahallesi kuyruk tünelindeki makas dilinde mekanik aşınma nedeniyle tam kapanmama sorunu yaşanıyor.,yol_yapisal,5,fault_report,0,P2,1,standart,missing:gemini
sisli makas bolgesinde balastlar dokulmus raylar esniyo,yol_yapisal,5,fault_report,0,P2,1,yazim_yanlisi,missing:gemini
Vezneciler yönü tünel içi ray hattında çatlak oluştuğu bu sabah 07:20'de yapılan rutin kontrolde belirlenmiştir.,yol_yapisal,5,fault_report,0,P1,0,standart,missing:gemini
Düştü ray hattına büyük metal parça acil.,yol_yapisal,5,fault_report,0,P1,0,devrik,missing:gemini
"Ataköy istasyonu makas bölgesinde ray hattı üzerinde yabancı bir metal cisim tespit edildi, acil müdahale gerekiyor.",yol_yapisal,5,fault_report,0,P1,0,standart,missing:gemini
mecidiyekoy 2. peron hattinda rayda catlak var trenler cok yavasliyor.,yol_yapisal,5,fault_report,0,P2,1,yazim_yanlisi,missing:gemini
sanayi mahallesi makasinda balastlar dagilmis traversler bosta kaliyo.,yol_yapisal,5,fault_report,0,P3,2,yazim_yanlisi,missing:gemini
"Levent istasyonu kuyruk tüneli hattında balast seviyesi kritik sınırın altına inmiş durumda, acil dolgu gerekiyor.",yol_yapisal,5,fault_report,0,P2,1,standart,missing:gemini
uskudar hatti uzerinde yabanci cisim var tren acil durduruldu.,yol_yapisal,5,fault_report,0,P1,0,yazim_yanlisi,missing:gemini
bagcilar yonu makas dilinde mekanik sikisma var makas donmuyo.,yol_yapisal,5,fault_report,0,P2,1,yazim_yanlisi,missing:gemini
Ray altı betonarme kırılması,yol_yapisal,5,fault_report,0,P2,1,cok_kisa,relabel:openrouter
"Şişhane makas çıkışındaki balast yatağında kayma meydana geldi, tren geçişlerinde sarsıntı hissediliyor.",yol_yapisal,5,fault_report,0,P2,1,standart,missing:gemini
sirinevler 2. peronda rayda deformsyon var trenler yavas geciyo.,yol_yapisal,5,fault_report,0,P2,1,yazim_yanlisi,missing:gemini
Travers çatlak Mecidiyeköy.,yol_yapisal,5,fault_report,0,P3,2,cok_kisa,missing:gemini
"Kadıköy istasyonu kuyruk tünelindeki makas motoru bağlantı kollarında mekanik sıkışma yaşanıyor, seferler gecikebilir.",yol_yapisal,5,fault_report,0,P2,1,standart,missing:gemini
Aşınma var ray yüzeyinde Üsküdar yönü.,yol_yapisal,5,fault_report,0,P3,2,devrik,missing:gemini
vezencller yonu ray uzerinde demir parca var sefer aksiyo,yol_yapisal,5,fault_report,0,P2,1,yazim_yanlisi,missing:gemini
Ray bağlantısı gevşek.,yol_yapisal,5,fault_report,0,P3,2,cok_kisa,missing:gemini
Sıkıştı yabancı cisim makas dillerinin arasına.,yol_yapisal,5,fault_report,0,P1,0,devrik,missing:gemini
yenikapi makas bolgesinde ray baglanti elemanlari gevsemis acil mudahale lazim.,yol_yapisal,5,fault_report,0,P2,1,yazim_yanlisi,missing:gemini
Kadıköy istasyonu makas bölgesinde ray bağlantı elemanlarında gevşeme tespit edilmiş olup acil müdahale gerekmektedir.,yol_yapisal,5,fault_report,0,P2,1,standart,missing:gemini
Çatlamış ray gövdesi Şirinevler makas bölgesinde acil.,yol_yapisal,5,fault_report,0,P1,0,devrik,missing:gemini
kirazli makasinda balast kaymasi oldu raylar esniyo simdi.,yol_yapisal,5,fault_report,0,P2,1,yazim_yanlisi,missing:gemini
Sallanıyor traversler Sanayi Mahallesi 2. peron.,yol_yapisal,5,fault_report,0,P3,2,devrik,missing:gemini
Dağılmış balastlar Sanayi Mahallesi tünel girişinde.,yol_yapisal,5,fault_report,0,P3,2,devrik,missing:gemini
"Esenler istasyonu 2. peron hattında ray gövdesinde aşınma belirlendi, trenler yavaş geçiş yapıyor.",yol_yapisal,5,fault_report,0,P2,1,standart,missing:gemini
Kırıldı sol makas dili Kadıköy yönünde.,yol_yapisal,5,fault_report,0,P2,1,devrik,missing:gemini
"Şişhane istasyonu kuyruk tüneli makas dillerinde aşırı aşınma saptandı, parça değişimi planlanmalıdır.",yol_yapisal,5,fault_report,0,P3,2,standart,missing:gemini
Aşınmış travers koruma plakası Sanayi Mahallesi makaslarında.,yol_yapisal,5,fault_report,0,P3,2,devrik,missing:gemini
"Kirazlı hattı 1. peron çıkışında travers üzerinde derin çatlaklar gözlemlendi, yolcu güvenliği açısından risk oluşturuyor.",yol_yapisal,5,fault_report,0,P1,0,standart,missing:gemini
Deforme olmuş ray hattı Bağcılar girişinde.,yol_yapisal,5,fault_report,0,P3,2,devrik,missing:gemini
Durdu makas motoru Kadıköy yönünde aniden.,yol_yapisal,5,fault_report,0,P2,1,devrik,missing:gemini
"Uzunçayır tünel girişinde rayların üzerine doğru balast kayması meydana geldi, yolcu güvenliği açısından tehlike arz ediyor.",yol_yapisal,5,fault_report,0,P1,0,standart,missing:gemini
sanayi mahallesi istasyonu girisindeki rayda deformasyon var tren sarsiliyo.,yol_yapisal,5,fault_report,0,P3,2,yazim_yanlisi,missing:gemini
Kaymış balastlar makas bölgesinde acil müdahale.,yol_yapisal,5,fault_report,0,P2,1,devrik,missing:gemini
halkali viyadukt ray alt beton ctlak buyudu,yol_yapisal,5,fault_report,0,P2,1,yazim_yanlisi,relabel:openrouter
Tespit edildi hatta yabancı cisim Bağcılar.,yol_yapisal,5,fault_report,0,P2,1,devrik,missing:gemini
kartal istasyonu 1. peron girisinde travers catlamis yolcu guvenligi riskli.,yol_yapisal,5,fault_report,0,P1,0,yazim_yanlisi,missing:gemini
Kadıköy makası arızalı.,yol_yapisal,5,fault_report,0,P2,1,cok_kisa,missing:gemini
Balast boşalması Esenler.,yol_yapisal,5,fault_report,0,P3,2,cok_kisa,missing:gemini
"Sanayi Mahallesi tünel içi ray bağlantı klempleri gevşemiş, yolcu güvenliği açısından risk oluşturmaktadır.",yol_yapisal,5,fault_report,0,P2,1,standart,missing:gemini
Kopmuş ray bağlantı sacı Kirazlı'da.,yol_yapisal,5,fault_report,0,P3,2,devrik,missing:gemini
Çatlak var rayda Kartal yönü tünelde.,yol_yapisal,5,fault_report,0,P1,0,devrik,missing:gemini
"Hacıosman istasyonu 2. peron çıkışındaki ray bağlantı elemanlarında gevşeme tespit edildi, seferler tedbir amaçlı yavaşlatıldı.",yol_yapisal,5,fault_report,0,P2,1,standart,missing:gemini
atakoy istasyonuna ambulans beklem noktasi yapilsa iyi olur bence.,istasyon_guvenlik,6,suggestion,4,P4,3,yazim_yanlisi,missing:gemini
Topkapı peron güvenlik personeli eksik,istasyon_guvenlik,6,complaint,3,P3,2,cok_kisa,relabel:gemini
Şişli istasyonu kuzey girişindeki güvenlik personelinin devriye sıklığı yoğun saatlerde artırılırsa caydırıcılık daha yüksek olur.,istasyon_guvenlik,6,suggestion,4,P4,3,standart,missing:gemini
Yapılmıyor çanta aramaları X-ray cihazı önünde Gayrettepe'de.,istasyon_guvenlik,6,complaint,3,P2,1,devrik,relabel:openrouter
Şişhane çıkışında bir şahıs dileniyor.,istasyon_guvenlik,6,incident_report,1,P3,2,cok_kisa,relabel:openrouter
Durmuyor güvenlik noktasında personel öğle saatlerinde Kadıköy'de.,istasyon_guvenlik,6,complaint,3,P3,2,devrik,relabel:openrouter
Yangın söndürme ekipmanlarına erişimi kolaylaştırmak için dolap kapaklarına şeffaf ve dayanıklı pleksi kaplama yapılması önerilir.,istasyon_guvenlik,6,suggestion,4,P4,3,standart,missing:gemini
Levent bilet holü çanta kontrolü yapılmıyor,istasyon_guvenlik,6,complaint,3,P2,1,cok_kisa,relabel:openrouter
Üsküdar istasyonu güney çıkışındaki kavgaların engellenmesi için bu noktada sabit bir polis noktası oluşturulması önerilir.,istasyon_guvenlik,6,suggestion,4,P4,3,standart,missing:gemini
Peron guvensiz personel goremedik kirazli,istasyon_guvenlik,6,complaint,3,P3,2,yazim_yanlisi,relabel:openrouter
supheli paketler icin bilet holune dedektor koyulmasi lazim artik.,istasyon_guvenlik,6,suggestion,4,P4,3,yazim_yanlisi,missing:gemini
levent gise bolgesi turnikelerden surekli kacak gecis yapiliyo eleman lazim,istasyon_guvenlik,6,complaint,3,P3,2,yazim_yanlisi,relabel:gemini
4. Levent istasyonunda sabah vardiyası personel eksiliği yaşandı.,istasyon_guvenlik,6,complaint,3,P2,1,standart,relabel:gemini
Ayrılık Çeşmesi güvenlik devriyesi yetersiz,istasyon_guvenlik,6,complaint,3,P3,2,cok_kisa,relabel:openrouter
İçiyordu sigara Gayrettepe koridorunda iki genç yolcu.,istasyon_guvenlik,6,incident_report,1,P3,2,devrik,relabel:gemini
Kirazlı X-ray başında personel yok.,istasyon_guvenlik,6,complaint,3,P3,2,cok_kisa,relabel:gemini
Boş kalmış X-ray kontrol noktası yoğun saatte Üsküdar'da.,istasyon_guvenlik,6,complaint,3,P2,1,devrik,relabel:openrouter
uskudar gise girisinde x-ray bagaj kontrol noktasi bos birakilmis,istasyon_guvenlik,6,complaint,3,P3,2,yazim_yanlisi,relabel:gemini
taksim peron sonu yangin hortumu dolabinin kapagi kilitlenmiyo acik kalmis,istasyon_guvenlik,6,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
Güvenlik kontrolü gecikme,istasyon_guvenlik,6,complaint,3,P3,2,cok_kisa,relabel:openrouter
Şişhane peron yangın tüpü kayıp,istasyon_guvenlik,6,fault_report,0,P1,0,cok_kisa,relabel:openrouter
uskudar perona acil tibbi mudahale cantasi sart artik.,istasyon_guvenlik,6,suggestion,4,P4,3,yazim_yanlisi,missing:gemini
Levent istasyonu acil çıkış kapısının önüne bırakılan koliler tahliye yolunu tamamen kapatmaktadır.,istasyon_guvenlik,6,fault_report,0,P1,0,standart,relabel:gemini
Kirazlı istasyonu 2. peron alanında bulunan yangın söndürme tüpünün önü reklam panolarıyla kapatılmıştır.,istasyon_guvenlik,6,fault_report,0,P3,2,standart,relabel:gemini
Vezneciler istasyonundaki bayılma vakalarına hızlı müdahale için peron katına acil yardım kiti ve sedye konulmalıdır.,istasyon_guvenlik,6,suggestion,4,P4,3,standart,missing:gemini
topkapi gise bolgesinde kacak gecis yapanlar var guvenlik devriye atmiyo,istasyon_guvenlik,6,complaint,3,P3,2,yazim_yanlisi,relabel:openrouter
Güvenliğe yedek telsiz bataryası.,istasyon_guvenlik,6,suggestion,4,P4,3,cok_kisa,missing:gemini
Görülmedi devriye gezen güvenlik görevlisi az önce.,istasyon_guvenlik,6,complaint,3,P3,2,devrik,relabel:openrouter
Asayiş için ek bariyer.,istasyon_guvenlik,6,suggestion,4,P4,3,cok_kisa,missing:gemini
Levent istasyonu ana girişindeki X-ray cihazı çalıştırılmadığı için yolcuların çanta aramaları aksamaktadır.,istasyon_guvenlik,6,fault_report,0,P3,2,standart,relabel:gemini
"Levent peron sonundaki çöp kovası yanmış, çöpler yelken yapmış durumda.",istasyon_guvenlik,6,incident_report,1,P2,1,standart,relabel:openrouter
Kirazlı istasyonunda seyyar satıcı girişini engellemek için turnike bölgesine ek güvenlik bariyerleri planlanması uygun olacaktır.,istasyon_guvenlik,6,suggestion,4,P4,3,standart,missing:gemini
Eklensin sağlık kabini Taksim peronuna.,istasyon_guvenlik,6,suggestion,4,P4,3,devrik,missing:gemini
Bilet holü personel yok Ataköy,istasyon_guvenlik,6,complaint,3,P2,1,devrik,relabel:gemini
Şişhane istasyonu kuzey turnikelerinde düzenli devriye gezmesi gereken güvenlik personeli alanında bulunmamaktadır.,istasyon_guvenlik,6,fault_report,0,P2,1,standart,relabel:gemini
bostanci turnike girisinde tek guvenlik personeli var yetersiz kaliyo,istasyon_guvenlik,6,complaint,3,P3,2,yazim_yanlisi,relabel:gemini
Öğle saatlerinde Vezneciler istasyonunda devriye personeli eksikliği sebebiyle çanta kontrol alanında yoğunluk oluşmuştur.,istasyon_guvenlik,6,complaint,3,P3,2,standart,relabel:gemini
Hastalar için perona sedye.,istasyon_guvenlik,6,suggestion,4,P4,3,cok_kisa,missing:gemini
Karaköy istasyonu girişinde çanta tarama cihazının başında görevli personel eksikliği gözlemlenmiştir.,istasyon_guvenlik,6,complaint,3,P3,2,standart,relabel:gemini
Guvenlik personeli yok peron kontrolu yok levent,istasyon_guvenlik,6,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
sirinevler orta peron yangin tupunun onune koli yigmislar erisim kapali,istasyon_guvenlik,6,fault_report,0,P1,0,yazim_yanlisi,relabel:gemini
Taksim peron alanındaki izdihamı yönetmek adına yoğun saatlerde peron girişlerine kontrollü geçiş sistemi getirilmelidir.,istasyon_guvenlik,6,suggestion,4,P4,3,standart,missing:gemini
Kadıköy peronda güvenlik personeli yok,istasyon_guvenlik,6,complaint,3,P3,2,cok_kisa,relabel:openrouter
Tavşantepe istasyonunda personel müdahalesi ile kalabalık dağıtıldı.,istasyon_guvenlik,6,incident_report,1,P2,1,standart,relabel:gemini
Israrla para istedi yolculardan vagondaki dilenci.,istasyon_guvenlik,6,incident_report,1,P3,2,devrik,relabel:gemini
Yok güvenlik personeli X-ray cihazı başında Hacıosman'da.,istasyon_guvenlik,6,complaint,3,P3,2,devrik,relabel:gemini
levent turnikelerde guvenlik personeli yok millet bilet basmadan geciyo,istasyon_guvenlik,6,complaint,3,P3,2,yazim_yanlisi,relabel:gemini
Açık kalmış acil çıkış kapısı Şirinevler güneyde.,istasyon_guvenlik,6,fault_report,0,P1,0,devrik,relabel:openrouter
Basıncı sıfırlanmış yangın söndürme tüpünün A2 peronda.,istasyon_guvenlik,6,fault_report,0,P1,0,devrik,relabel:openrouter
yangin dolaplari onune engel konulmasi yolcularin yaslanmasini onler.,istasyon_guvenlik,6,suggestion,4,P4,3,yazim_yanlisi,missing:gemini
Bilet holüne polis noktası.,istasyon_guvenlik,6,suggestion,4,P4,3,cok_kisa,missing:gemini
Engellenmiş acil kaçış koridoru temizlik arabalarıyla Yenikapı'da.,istasyon_guvenlik,6,fault_report,0,P1,0,devrik,relabel:openrouter
hirsizlik cok oluyo mecidiyekoyde turnike ustu ayna takilsin.,istasyon_guvenlik,6,suggestion,4,P4,3,yazim_yanlisi,missing:gemini
Şişli X-ray cihazı başında görevli yok,istasyon_guvenlik,6,complaint,3,P2,1,cok_kisa,relabel:openrouter
yenikapi transfer katinda devriye gezen guvenlik personeli hic yok,istasyon_guvenlik,6,complaint,3,P3,2,yazim_yanlisi,relabel:gemini
taksim koridorundaki yangin tupu dolabinin onu reklam panosuyla kapatilmis,istasyon_guvenlik,6,fault_report,0,P1,0,yazim_yanlisi,relabel:openrouter
kadikoy alt kat acil cikis kapisinin onune temizlik arabasi park edilmis,istasyon_guvenlik,6,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
Kadıköy bilet holünde dilenci var.,istasyon_guvenlik,6,incident_report,1,P3,2,cok_kisa,relabel:openrouter
ayrilik cesmesi gise kisminda turnikeden atlayanlara kimse mudahale etmiyo,istasyon_guvenlik,6,complaint,3,P3,2,yazim_yanlisi,relabel:gemini
BSO-02 kamerası önü afişle kapatılmış.,istasyon_guvenlik,6,fault_report,0,P3,2,cok_kisa,relabel:gemini
İçti sigara peronda uyarıya rağmen kural tanımaz şahıs.,istasyon_guvenlik,6,incident_report,1,P3,2,devrik,relabel:gemini
Atlıyor turnikelerden sürekli yolcular güvenlik yokken Bostancı'da.,istasyon_guvenlik,6,complaint,3,P3,2,devrik,relabel:openrouter
Yakalandı trende para toplayan dilenci servis başlangıcında.,istasyon_guvenlik,6,incident_report,1,P3,2,devrik,relabel:gemini
Vezneciler istasyonunda personel yokluğunda kapı kontrolü sağlanamadı.,istasyon_guvenlik,6,complaint,3,P2,1,standart,relabel:gemini
Tıkalı yangın tüpünün önü kolilerle Ataköy'de.,istasyon_guvenlik,6,fault_report,0,P1,0,devrik,relabel:gemini
guvenlik personeline kaskatli telsiz sistemi verilse iletisim cok hizlanir.,istasyon_guvenlik,6,suggestion,4,P4,3,yazim_yanlisi,missing:gemini
Arttırılsın güvenlik personeli sayısı Taksim'de.,istasyon_guvenlik,6,suggestion,4,P4,3,devrik,missing:gemini
sirinevler turnike bolgesinde gecenin bu saatinde hic personel yok,istasyon_guvenlik,6,complaint,3,P3,2,yazim_yanlisi,relabel:gemini
Engelliyor yangın dolabına erişimi çöp konteynerleri Vezneciler'de.,istasyon_guvenlik,6,fault_report,0,P1,0,devrik,relabel:openrouter
Konsun yangın tüplerine koruyucu kafes.,istasyon_guvenlik,6,suggestion,4,P4,3,devrik,missing:gemini
Bostancı istasyonu güney çıkışındaki yangın tüpünün önüne çöp konteyneri konulduğu tespit edilmiştir.,istasyon_guvenlik,6,fault_report,0,P2,1,standart,relabel:gemini
Devriye gezmiyor güvenlik görevlileri bilet holünde hafta sonu.,istasyon_guvenlik,6,complaint,3,P3,2,devrik,relabel:openrouter
Şirinevler merdivenlerinde dilenci var.,istasyon_guvenlik,6,incident_report,1,P3,2,cok_kisa,relabel:openrouter
bagcilar gise onune seyyar satici girmemesi icin ek bariyer lazim.,istasyon_guvenlik,6,suggestion,4,P4,3,yazim_yanlisi,missing:gemini
Girişe x-ray cihazı takviyesi.,istasyon_guvenlik,6,suggestion,4,P4,3,cok_kisa,missing:gemini
Aksaray istasyonu turnike bölgesinde devriye gezen personel bulunmadığı yönünde yolcu şikayeti alınmıştır.,istasyon_guvenlik,6,complaint,3,P3,2,standart,relabel:gemini
kadikoy cks dsen kola kaygn zemn,temizlik,7,fault_report,0,P1,0,yazim_yanlisi,relabel:gemini
atakoy cks dsen kola dkmus kaygn zemin,temizlik,7,fault_report,0,P4,3,yazim_yanlisi,relabel:gemini
Şişhane yürüyen merdiven tutamağı yapışkan,temizlik,7,fault_report,0,P4,3,cok_kisa,relabel:openrouter
Bostancı yürüyen merdiven basamağı yapışkan,temizlik,7,fault_report,0,P4,3,cok_kisa,relabel:gemini
Kokulu atık torbası unutulmuş koltuk arası,temizlik,7,fault_report,0,P3,2,devrik,relabel:gemini
Osmanbey istasyonunda gece vardiyası tuvalet kontrolünde temizlik eksikliği tespit edildi.,temizlik,7,fault_report,0,P4,3,standart,relabel:openrouter
Yağ lekesi kaygan peron Atatürk Havalimanı,temizlik,7,fault_report,0,P1,0,devrik,relabel:gemini
aksaray tuvalet lvabo donms buz var,temizlik,7,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
"Şişli-Mecidiyeköy B2 girişinde kemirgen izdüşümü, kablo kanallarına giriş önlenmeli.",temizlik,7,fault_report,0,P3,2,standart,relabel:openrouter
vezneciler peron yaprk cp brkmis,temizlik,7,fault_report,0,P4,3,yazim_yanlisi,relabel:gemini
haciosman cks merdvn buz tz yk,temizlik,7,fault_report,0,P4,3,yazim_yanlisi,relabel:gemini
taksim tuvalet kabn ic idrar lekesi koku,temizlik,7,fault_report,0,P4,3,yazim_yanlisi,relabel:gemini
Boya spreyi kokusu kalıcı tünel geçidi,temizlik,7,fault_report,0,P3,2,devrik,relabel:gemini
Koku şiddetli üst geçit túneli Vezneciler,temizlik,7,fault_report,0,P4,3,devrik,relabel:gemini
pndk peron asansr kabn yazc tz,temizlik,7,fault_report,0,P4,3,yazim_yanlisi,relabel:gemini
Şişli personel tuvaleti idrar kokusu,temizlik,7,fault_report,0,P4,3,cok_kisa,relabel:gemini
osmanbey peron dvr bya kalm grafiti,temizlik,7,fault_report,0,P4,3,yazim_yanlisi,relabel:gemini
Bağcılar gişe önü dökülen kahve,temizlik,7,incident_report,1,P4,3,cok_kisa,relabel:openrouter
Vezneciler tuvaletlerinde hijyenin korunması amacıyla kağıt havlu yerine yüksek hızlı el kurutma cihazları kullanılmalıdır.,temizlik,7,suggestion,4,P4,3,standart,missing:gemini
"Çobançeşme istasyonu peronunda fare izi takip edildi, tuzak yerleştirildi.",temizlik,7,fault_report,0,P4,3,standart,relabel:openrouter
Şişli güney çıkış merdiveni çöp dağınık,temizlik,7,fault_report,0,P4,3,cok_kisa,relabel:gemini
Kartal istasyonu peron sonundaki bank arkasında birikmiş çöp ve haşere tespit edildi.,temizlik,7,fault_report,0,P4,3,standart,relabel:openrouter
tavsantepe guvnlk yan cp trba ykik,temizlik,7,fault_report,0,P4,3,yazim_yanlisi,relabel:gemini
Tuvaletlere sensörlü koku makinesi.,temizlik,7,suggestion,4,P4,3,cok_kisa,missing:gemini
Kadıköy kuzey mezzanin çatı altı güvercin pisliği,temizlik,7,fault_report,0,P4,3,cok_kisa,relabel:gemini
"Hacıosman B1 girişinde çöp kovası dolmuş, çöpler zemine dökülmüş.",temizlik,7,fault_report,0,P4,3,standart,relabel:gemini
dort levent grs kat zmni cp,temizlik,7,fault_report,0,P4,3,yazim_yanlisi,relabel:gemini
Buzlu merdiven tuz atılmamış Yenikapı,temizlik,7,fault_report,0,P1,0,devrik,relabel:gemini
Fare görüldü tren altı Kartal,temizlik,7,incident_report,1,P3,2,devrik,relabel:gemini
Şişli metrobüs aktarma geçidi koku,temizlik,7,fault_report,0,P4,3,cok_kisa,relabel:gemini
"Bahçelievler giriş katında çöp konteyneri çevresi kirli, boşaltma gecikmiş.",temizlik,7,fault_report,0,P4,3,standart,relabel:openrouter
yenikapi peron skiz lekler cikmiyr,temizlik,7,fault_report,0,P4,3,yazim_yanlisi,relabel:gemini
Haliç metro köprüsü giriş katında güvercin dışkileri ve tüyleri birikmiş.,temizlik,7,fault_report,0,P4,3,standart,relabel:openrouter
Bostancı peron çöp torbaları toplanmadı,temizlik,7,fault_report,0,P4,3,cok_kisa,relabel:gemini
"Atatürk Oto Sanayi istasyonu tuvaletlerinde su birikintisi değil, idrar kokusu şikayeti var.",temizlik,7,complaint,3,P4,3,standart,relabel:gemini
Turnike bölgesi YM-03 sigara külü,temizlik,7,fault_report,0,P4,3,cok_kisa,relabel:openrouter
Şişhane güney çıkış tuvaletlerinde kusmuk lekesi ve kötü koku bildirildi.,temizlik,7,fault_report,0,P4,3,standart,relabel:gemini
"Gültepe çıkışında dondurma dökülmüş, zemin yapışkan ve karalı durumda.",temizlik,7,fault_report,0,P4,3,standart,relabel:openrouter
mecidiyekoy alt gcit krl cp var,temizlik,7,fault_report,0,P4,3,yazim_yanlisi,relabel:gemini
"Menderes peronunda çöp kovası taraması yapıldı, içi boşaltılacak.",temizlik,7,fault_report,0,P4,3,standart,relabel:openrouter
Değişmeli çöp kovaları daha büyüklerle.,temizlik,7,suggestion,4,P4,3,devrik,missing:gemini
Sıvı sabun dökülmüş tuvalet girişi kaygan,temizlik,7,fault_report,0,P1,0,devrik,relabel:gemini
bostanci grs ctak koku tuvalettn,temizlik,7,complaint,3,P4,3,yazim_yanlisi,relabel:gemini
cop kutularina kapak takilirsa kotu koku yayilmasi engellenmis olur.,temizlik,7,suggestion,4,P4,3,yazim_yanlisi,missing:gemini
temizlik personeline daha guclu dezenfektan verilmeli hijyen acisindan.,temizlik,7,suggestion,4,P4,3,yazim_yanlisi,missing:gemini
Çöpten sıvı sızıyor peron altı kanal,temizlik,7,fault_report,0,P3,2,devrik,relabel:gemini
Gerekli mobil temizlik ekibi hafta sonu.,temizlik,7,suggestion,4,P4,3,devrik,missing:gemini
Kadıköy peronda çöp konteyneri taşmış,temizlik,7,fault_report,0,P4,3,cok_kisa,relabel:gemini
Vagon uçları çöp dolu servis sonu,temizlik,7,fault_report,0,P4,3,devrik,relabel:gemini
"Topkapı peron duvarında grafiti çizilmiş, temizlenmesi için ekip yönlendirildi.",temizlik,7,fault_report,0,P4,3,standart,relabel:gemini
levent gcit izmarit cp dolu,temizlik,7,fault_report,0,P4,3,yazim_yanlisi,relabel:gemini
osmanbey yuryen merdvn basmk krl,temizlik,7,fault_report,0,P4,3,yazim_yanlisi,relabel:gemini
sirkeci peron asansr cks buzlnma,temizlik,7,fault_report,0,P4,3,yazim_yanlisi,relabel:gemini
"Pendik peronunda sigara izmariti ve kabuk birikimi, süpürme gerekli.",temizlik,7,fault_report,0,P4,3,standart,relabel:openrouter
Duvar yazılı boyalı peron sonu Sanayi Mahallesi,temizlik,7,fault_report,0,P4,3,devrik,relabel:gemini
tavsantepe peron dvr grafiti cizlms,temizlik,7,fault_report,0,P4,3,yazim_yanlisi,relabel:gemini
Vezneciler tuvalet kapısı kilitlemiyor kirli,temizlik,7,fault_report,0,P4,3,cok_kisa,relabel:gemini
Yapılsın periyodik ilaçlama Levent bilet holüne.,temizlik,7,suggestion,4,P4,3,devrik,missing:gemini
Kartal peron duvarında yazı var,temizlik,7,fault_report,0,P4,3,cok_kisa,relabel:openrouter
